fixture_id,home_corners,away_corners,Union St. Gilloise_Shots on Goal,Union St. Gilloise_Shots off Goal,Union St. Gilloise_Total Shots,Union St. Gilloise_Blocked Shots,Union St. Gilloise_Shots insidebox,Union St. Gilloise_Shots outsidebox,Union St. Gilloise_Fouls,Union St. Gilloise_Corner Kicks,Union St. Gilloise_Offsides,Union St. Gilloise_Ball Possession,Union St. Gilloise_Yellow Cards,Union St. Gilloise_Red Cards,Union St. Gilloise_Goalkeeper Saves,Union St. Gilloise_Total passes,Union St. Gilloise_Passes accurate,Union St. Gilloise_Passes %,Union St. Gilloise_expected_goals,Anderlecht_Shots on Goal,Anderlecht_Shots off Goal,Anderlecht_Total Shots,Anderlecht_Blocked Shots,Anderlecht_Shots insidebox,Anderlecht_Shots outsidebox,Anderlecht_Fouls,Anderlecht_Corner Kicks,Anderlecht_Offsides,Anderlecht_Ball Possession,Anderlecht_Yellow Cards,Anderlecht_Red Cards,Anderlecht_Goalkeeper Saves,Anderlecht_Total passes,Anderlecht_Passes accurate,Anderlecht_Passes %,Anderlecht_expected_goals,home_avg_goals,home_avg_corners,home_avg_xg,home_win_rate,home_draw_rate,home_loss_rate,away_avg_goals,away_avg_corners,away_avg_xg,away_win_rate,away_draw_rate,away_loss_rate,h2h_wins,h2h_draws,h2h_losses,h2h_avg_home_corners,h2h_avg_away_corners,h2h_avg_home_xg,h2h_avg_away_xg,home_missing_impact,away_missing_impact,home_team,away_team,AS Eupen_Shots on Goal,AS Eupen_Shots off Goal,AS Eupen_Total Shots,AS Eupen_Blocked Shots,AS Eupen_Shots insidebox,AS Eupen_Shots outsidebox,AS Eupen_Fouls,AS Eupen_Corner Kicks,AS Eupen_Offsides,AS Eupen_Ball Possession,AS Eupen_Yellow Cards,AS Eupen_Red Cards,AS Eupen_Goalkeeper Saves,AS Eupen_Total passes,AS Eupen_Passes accurate,AS Eupen_Passes %,AS Eupen_expected_goals,KVC Westerlo_Shots on Goal,KVC Westerlo_Shots off Goal,KVC Westerlo_Total Shots,KVC Westerlo_Blocked Shots,KVC Westerlo_Shots insidebox,KVC Westerlo_Shots outsidebox,KVC Westerlo_Fouls,KVC Westerlo_Corner Kicks,KVC Westerlo_Offsides,KVC Westerlo_Ball Possession,KVC Westerlo_Yellow Cards,KVC Westerlo_Red Cards,KVC Westerlo_Goalkeeper Saves,KVC Westerlo_Total passes,KVC Westerlo_Passes accurate,KVC Westerlo_Passes %,KVC Westerlo_expected_goals,Charleroi_Shots on Goal,Charleroi_Shots off Goal,Charleroi_Total Shots,Charleroi_Blocked Shots,Charleroi_Shots insidebox,Charleroi_Shots outsidebox,Charleroi_Fouls,Charleroi_Corner Kicks,Charleroi_Offsides,Charleroi_Ball Possession,Charleroi_Yellow Cards,Charleroi_Red Cards,Charleroi_Goalkeeper Saves,Charleroi_Total passes,Charleroi_Passes accurate,Charleroi_Passes %,Charleroi_expected_goals,OH Leuven_Shots on Goal,OH Leuven_Shots off Goal,OH Leuven_Total Shots,OH Leuven_Blocked Shots,OH Leuven_Shots insidebox,OH Leuven_Shots outsidebox,OH Leuven_Fouls,OH Leuven_Corner Kicks,OH Leuven_Offsides,OH Leuven_Ball Possession,OH Leuven_Yellow Cards,OH Leuven_Red Cards,OH Leuven_Goalkeeper Saves,OH Leuven_Total passes,OH Leuven_Passes accurate,OH Leuven_Passes %,OH Leuven_expected_goals,RWDM_Shots on Goal,RWDM_Shots off Goal,RWDM_Total Shots,RWDM_Blocked Shots,RWDM_Shots insidebox,RWDM_Shots outsidebox,RWDM_Fouls,RWDM_Corner Kicks,RWDM_Offsides,RWDM_Ball Possession,RWDM_Yellow Cards,RWDM_Red Cards,RWDM_Goalkeeper Saves,RWDM_Total passes,RWDM_Passes accurate,RWDM_Passes %,RWDM_expected_goals,Genk_Shots on Goal,Genk_Shots off Goal,Genk_Total Shots,Genk_Blocked Shots,Genk_Shots insidebox,Genk_Shots outsidebox,Genk_Fouls,Genk_Corner Kicks,Genk_Offsides,Genk_Ball Possession,Genk_Yellow Cards,Genk_Red Cards,Genk_Goalkeeper Saves,Genk_Total passes,Genk_Passes accurate,Genk_Passes %,Genk_expected_goals,Antwerp_Shots on Goal,Antwerp_Shots off Goal,Antwerp_Total Shots,Antwerp_Blocked Shots,Antwerp_Shots insidebox,Antwerp_Shots outsidebox,Antwerp_Fouls,Antwerp_Corner Kicks,Antwerp_Offsides,Antwerp_Ball Possession,Antwerp_Yellow Cards,Antwerp_Red Cards,Antwerp_Goalkeeper Saves,Antwerp_Total passes,Antwerp_Passes accurate,Antwerp_Passes %,Antwerp_expected_goals,Cercle Brugge_Shots on Goal,Cercle Brugge_Shots off Goal,Cercle Brugge_Total Shots,Cercle Brugge_Blocked Shots,Cercle Brugge_Shots insidebox,Cercle Brugge_Shots outsidebox,Cercle Brugge_Fouls,Cercle Brugge_Corner Kicks,Cercle Brugge_Offsides,Cercle Brugge_Ball Possession,Cercle Brugge_Yellow Cards,Cercle Brugge_Red Cards,Cercle Brugge_Goalkeeper Saves,Cercle Brugge_Total passes,Cercle Brugge_Passes accurate,Cercle Brugge_Passes %,Cercle Brugge_expected_goals,Gent_Shots on Goal,Gent_Shots off Goal,Gent_Total Shots,Gent_Blocked Shots,Gent_Shots insidebox,Gent_Shots outsidebox,Gent_Fouls,Gent_Corner Kicks,Gent_Offsides,Gent_Ball Possession,Gent_Yellow Cards,Gent_Red Cards,Gent_Goalkeeper Saves,Gent_Total passes,Gent_Passes accurate,Gent_Passes %,Gent_expected_goals,Kortrijk_Shots on Goal,Kortrijk_Shots off Goal,Kortrijk_Total Shots,Kortrijk_Blocked Shots,Kortrijk_Shots insidebox,Kortrijk_Shots outsidebox,Kortrijk_Fouls,Kortrijk_Corner Kicks,Kortrijk_Offsides,Kortrijk_Ball Possession,Kortrijk_Yellow Cards,Kortrijk_Red Cards,Kortrijk_Goalkeeper Saves,Kortrijk_Total passes,Kortrijk_Passes accurate,Kortrijk_Passes %,Kortrijk_expected_goals,Club Brugge KV_Shots on Goal,Club Brugge KV_Shots off Goal,Club Brugge KV_Total Shots,Club Brugge KV_Blocked Shots,Club Brugge KV_Shots insidebox,Club Brugge KV_Shots outsidebox,Club Brugge KV_Fouls,Club Brugge KV_Corner Kicks,Club Brugge KV_Offsides,Club Brugge KV_Ball Possession,Club Brugge KV_Yellow Cards,Club Brugge KV_Red Cards,Club Brugge KV_Goalkeeper Saves,Club Brugge KV_Total passes,Club Brugge KV_Passes accurate,Club Brugge KV_Passes %,Club Brugge KV_expected_goals,KV Mechelen_Shots on Goal,KV Mechelen_Shots off Goal,KV Mechelen_Total Shots,KV Mechelen_Blocked Shots,KV Mechelen_Shots insidebox,KV Mechelen_Shots outsidebox,KV Mechelen_Fouls,KV Mechelen_Corner Kicks,KV Mechelen_Offsides,KV Mechelen_Ball Possession,KV Mechelen_Yellow Cards,KV Mechelen_Red Cards,KV Mechelen_Goalkeeper Saves,KV Mechelen_Total passes,KV Mechelen_Passes accurate,KV Mechelen_Passes %,KV Mechelen_expected_goals,St. Truiden_Shots on Goal,St. Truiden_Shots off Goal,St. Truiden_Total Shots,St. Truiden_Blocked Shots,St. Truiden_Shots insidebox,St. Truiden_Shots outsidebox,St. Truiden_Fouls,St. Truiden_Corner Kicks,St. Truiden_Offsides,St. Truiden_Ball Possession,St. Truiden_Yellow Cards,St. Truiden_Red Cards,St. Truiden_Goalkeeper Saves,St. Truiden_Total passes,St. Truiden_Passes accurate,St. Truiden_Passes %,St. Truiden_expected_goals,Standard Liege_Shots on Goal,Standard Liege_Shots off Goal,Standard Liege_Total Shots,Standard Liege_Blocked Shots,Standard Liege_Shots insidebox,Standard Liege_Shots outsidebox,Standard Liege_Fouls,Standard Liege_Corner Kicks,Standard Liege_Offsides,Standard Liege_Ball Possession,Standard Liege_Yellow Cards,Standard Liege_Red Cards,Standard Liege_Goalkeeper Saves,Standard Liege_Total passes,Standard Liege_Passes accurate,Standard Liege_Passes %,Standard Liege_expected_goals
1038459,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,3.2,0.0,0.2,0.6,0.2,1.6,3.4,0.0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,St. Truiden,Cercle Brugge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,9.0,25.0,8.0,19.0,6.0,18.0,8.0,1.0,37%,1.0,,4.0,331.0,213.0,64%,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,13.0,20.0,3.0,10.0,10.0,8.0,8.0,1.0,63%,1.0,,5.0,560.0,461.0,82%,1.31,,,,,,,,,,,,,,,,,
1038460,4,7,,,,,,,,,,,,,,,,,,8.0,5.0,15.0,2.0,10.0,5.0,12.0,4.0,2.0,44%,0.0,,3.0,403.0,300.0,74%,1.50,0.8,3.2,0.0,0.2,0.4,0.4,2.2,4.8,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Anderlecht,Charleroi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,18.0,3.0,15.0,3.0,16.0,7.0,2.0,56%,2.0,,5.0,501.0,416.0,83%,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038461,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.0,0.0,0.4,0.2,0.4,1.2,5.8,0.0,0.6,0.0,0.4,0,0,0,0,0,0,0,0,0,OH Leuven,Kortrijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,18.0,2.0,14.0,4.0,10.0,3.0,1.0,47%,1.0,,7.0,369.0,298.0,81%,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,13.0,3.0,9.0,4.0,14.0,1.0,3.0,53%,3.0,,5.0,420.0,369.0,88%,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038462,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,3.4,0.0,0.4,0.4,0.2,2.2,6.4,0.0,0.4,0.2,0.4,0,0,0,0,0,0,0,0,0,Cercle Brugge,KVC Westerlo,,,,,,,,,,,,,,,,,,1.0,6.0,7.0,0.0,3.0,4.0,16.0,1.0,1.0,54%,1.0,,4.0,400.0,272.0,68%,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.0,21.0,8.0,17.0,4.0,16.0,14.0,2.0,46%,0.0,,0.0,328.0,219.0,67%,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038463,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.8,0.0,0.6,0.0,0.4,0.8,3.4,0.0,0.2,0.0,0.8,0,0,0,0,0,0,0,0,0,KV Mechelen,AS Eupen,1.0,5.0,9.0,3.0,4.0,5.0,13.0,4.0,1.0,39%,1.0,,5.0,414.0,342.0,83%,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,22.0,7.0,14.0,8.0,10.0,6.0,1.0,61%,0.0,,1.0,660.0,582.0,88%,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038464,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.8,0.0,0.0,0.2,0.8,1.6,5.6,0.0,0.4,0.0,0.6,0,0,0,0,0,0,0,0,0,Standard Liege,RWDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,8.0,1.0,5.0,3.0,22.0,0.0,2.0,48%,3.0,,3.0,403.0,313.0,78%,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,11.0,1.0,8.0,3.0,9.0,5.0,0.0,52%,1.0,,2.0,417.0,313.0,75%,0.69
1038465,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,5.8,0.0,0.8,0.0,0.2,1.0,4.0,0.0,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,Gent,Club Brugge KV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,14.0,5.0,8.0,6.0,14.0,5.0,3.0,40%,2.0,1.0,6.0,361.0,257.0,71%,1.22,,,,,,,,,,,,,,,,,,7.0,5.0,14.0,2.0,10.0,4.0,12.0,6.0,0.0,60%,0.0,0.0,2.0,541.0,441.0,82%,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038466,8,4,7.0,9.0,24.0,8.0,16.0,8.0,9.0,8.0,2.0,41%,1.0,,3.0,332.0,254.0,77%,2.91,,,,,,,,,,,,,,,,,,1.8,3.6,0.0,0.8,0.2,0.0,1.0,4.0,0.0,0.2,0.0,0.8,0,0,0,0,0,0,0,0,0,Union St. Gilloise,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,8.0,2.0,7.0,1.0,12.0,4.0,3.0,59%,2.0,,5.0,512.0,432.0,84%,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038467,7,7,,,,,,,,,,,,,,,,,,4.0,4.0,8.0,0.0,6.0,2.0,15.0,7.0,1.0,58%,6.0,0.0,3.0,525.0,454.0,86%,0.52,0.6,2.8,0.0,0.2,0.0,0.8,0.8,3.2,0.0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,Genk,Anderlecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,12.0,4.0,8.0,4.0,6.0,7.0,1.0,42%,5.0,1.0,3.0,384.0,306.0,80%,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038468,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.8,0.0,1.0,0.0,0.0,1.2,3.2,0.0,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,Charleroi,St. Truiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,18.0,3.0,14.0,4.0,12.0,3.0,4.0,45%,2.0,0.0,4.0,444.0,355.0,80%,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,8.0,2.0,4.0,4.0,6.0,5.0,1.0,55%,0.0,1.0,4.0,554.0,469.0,85%,1.40,,,,,,,,,,,,,,,,,
1038469,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,6.4,0.0,0.4,0.2,0.4,1.0,4.0,0.0,0.2,0.0,0.8,0,0,0,0,0,0,0,0,0,KVC Westerlo,Antwerp,,,,,,,,,,,,,,,,,,2.0,2.0,9.0,5.0,5.0,4.0,13.0,4.0,2.0,41%,3.0,,1.0,421.0,332.0,79%,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,15.0,5.0,7.0,8.0,9.0,5.0,1.0,59%,0.0,,2.0,624.0,536.0,86%,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038470,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,5.6,0.0,0.4,0.0,0.6,1.6,3.4,0.0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,RWDM,Cercle Brugge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,10.0,1.0,8.0,2.0,18.0,5.0,1.0,54%,3.0,,3.0,399.0,241.0,60%,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,15.0,3.0,9.0,6.0,12.0,4.0,5.0,46%,3.0,,3.0,330.0,193.0,58%,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038471,7,3,4.0,17.0,24.0,3.0,15.0,9.0,15.0,7.0,0.0,58%,1.0,,0.0,460.0,385.0,84%,2.03,,,,,,,,,,,,,,,,,,1.8,3.6,0.0,0.8,0.2,0.0,0.6,2.8,0.0,0.2,0.0,0.8,0,0,0,0,0,0,0,0,0,Union St. Gilloise,Genk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,7.0,3.0,7.0,0.0,15.0,3.0,2.0,42%,6.0,,4.0,341.0,251.0,74%,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038472,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,0.2,0.6,0.2,2.2,4.8,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Club Brugge KV,Charleroi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,14.0,2.0,8.0,6.0,6.0,5.0,1.0,44%,3.0,,6.0,428.0,343.0,80%,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,7.0,25.0,8.0,13.0,12.0,8.0,5.0,0.0,56%,2.0,,5.0,545.0,468.0,86%,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038473,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,3.4,0.0,0.2,0.0,0.8,1.0,2.8,0.0,0.0,0.2,0.8,0,0,0,0,0,0,0,0,0,AS Eupen,Standard Liege,3.0,4.0,13.0,6.0,9.0,4.0,5.0,6.0,2.0,44%,1.0,0.0,3.0,401.0,325.0,81%,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.0,16.0,5.0,11.0,5.0,12.0,6.0,1.0,56%,4.0,1.0,2.0,521.0,437.0,84%,1.73
1038474,3,11,,,,,,,,,,,,,,,,,,6.0,9.0,18.0,3.0,11.0,7.0,6.0,11.0,3.0,55%,1.0,1.0,1.0,501.0,412.0,82%,1.55,1.2,5.8,0.0,0.6,0.0,0.4,0.8,3.2,0.0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,Kortrijk,Anderlecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,9.0,2.0,7.0,2.0,13.0,3.0,1.0,45%,5.0,1.0,4.0,415.0,331.0,80%,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038475,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.0,0.0,0.4,0.2,0.4,2.2,5.8,0.0,0.8,0.0,0.2,0,0,0,0,0,0,0,0,0,OH Leuven,Gent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,9.0,4.0,6.0,3.0,7.0,3.0,0.0,34%,4.0,,3.0,260.0,166.0,64%,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,13.0,22.0,5.0,13.0,9.0,11.0,16.0,5.0,66%,3.0,,1.0,513.0,429.0,84%,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038476,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,3.2,0.0,0.2,0.6,0.2,2.2,4.8,0.0,0.6,0.0,0.4,0,0,0,0,0,0,0,0,0,St. Truiden,KV Mechelen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.0,13.0,2.0,10.0,3.0,12.0,7.0,2.0,47%,2.0,,2.0,486.0,415.0,85%,1.12,4.0,9.0,16.0,3.0,10.0,6.0,8.0,1.0,4.0,53%,1.0,,7.0,556.0,498.0,90%,1.84,,,,,,,,,,,,,,,,,
1038478,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.8,0.0,0.0,0.2,0.8,2.2,6.4,0.0,0.4,0.2,0.4,0,0,0,0,0,0,0,0,0,Standard Liege,KVC Westerlo,,,,,,,,,,,,,,,,,,2.0,0.0,3.0,1.0,2.0,1.0,23.0,2.0,1.0,37%,3.0,,5.0,355.0,247.0,70%,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,14.0,4.0,6.0,8.0,6.0,5.0,2.0,63%,0.0,,2.0,604.0,515.0,85%,0.77
1038484,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.8,0.0,1.0,0.0,0.0,1.2,5.8,0.0,0.6,0.0,0.4,0,0,0,0,0,0,0,0,0,Charleroi,Kortrijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,14.0,5.0,8.0,6.0,16.0,7.0,2.0,57%,2.0,,2.0,550.0,426.0,77%,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,12.0,4.0,7.0,5.0,13.0,7.0,0.0,43%,1.0,,5.0,405.0,304.0,75%,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038483,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.8,0.0,0.6,0.0,0.4,1.2,2.0,0.0,0.4,0.2,0.4,0,0,0,0,0,0,0,0,0,KV Mechelen,OH Leuven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,15.0,1.0,10.0,5.0,7.0,6.0,1.0,31%,3.0,,2.0,267.0,192.0,72%,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,16.0,5.0,8.0,8.0,12.0,6.0,5.0,69%,5.0,,6.0,593.0,512.0,86%,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
