fixture_id,home_corners,away_corners,Union St. Gilloise_Shots on Goal,Union St. Gilloise_Shots off Goal,Union St. Gilloise_Total Shots,Union St. Gilloise_Blocked Shots,Union St. Gilloise_Shots insidebox,Union St. Gilloise_Shots outsidebox,Union St. Gilloise_Fouls,Union St. Gilloise_Corner Kicks,Union St. Gilloise_Offsides,Union St. Gilloise_Ball Possession,Union St. Gilloise_Yellow Cards,Union St. Gilloise_Red Cards,Union St. Gilloise_Goalkeeper Saves,Union St. Gilloise_Total passes,Union St. Gilloise_Passes accurate,Union St. Gilloise_Passes %,Union St. Gilloise_expected_goals,Anderlecht_Shots on Goal,Anderlecht_Shots off Goal,Anderlecht_Total Shots,Anderlecht_Blocked Shots,Anderlecht_Shots insidebox,Anderlecht_Shots outsidebox,Anderlecht_Fouls,Anderlecht_Corner Kicks,Anderlecht_Offsides,Anderlecht_Ball Possession,Anderlecht_Yellow Cards,Anderlecht_Red Cards,Anderlecht_Goalkeeper Saves,Anderlecht_Total passes,Anderlecht_Passes accurate,Anderlecht_Passes %,Anderlecht_expected_goals,home_avg_goals,home_avg_corners,home_avg_xg,home_win_rate,home_draw_rate,home_loss_rate,away_avg_goals,away_avg_corners,away_avg_xg,away_win_rate,away_draw_rate,away_loss_rate,h2h_wins,h2h_draws,h2h_losses,h2h_avg_home_corners,h2h_avg_away_corners,h2h_avg_home_xg,h2h_avg_away_xg,home_missing_impact,away_missing_impact,home_team,away_team,AS Eupen_Shots on Goal,AS Eupen_Shots off Goal,AS Eupen_Total Shots,AS Eupen_Blocked Shots,AS Eupen_Shots insidebox,AS Eupen_Shots outsidebox,AS Eupen_Fouls,AS Eupen_Corner Kicks,AS Eupen_Offsides,AS Eupen_Ball Possession,AS Eupen_Yellow Cards,AS Eupen_Red Cards,AS Eupen_Goalkeeper Saves,AS Eupen_Total passes,AS Eupen_Passes accurate,AS Eupen_Passes %,AS Eupen_expected_goals,KVC Westerlo_Shots on Goal,KVC Westerlo_Shots off Goal,KVC Westerlo_Total Shots,KVC Westerlo_Blocked Shots,KVC Westerlo_Shots insidebox,KVC Westerlo_Shots outsidebox,KVC Westerlo_Fouls,KVC Westerlo_Corner Kicks,KVC Westerlo_Offsides,KVC Westerlo_Ball Possession,KVC Westerlo_Yellow Cards,KVC Westerlo_Red Cards,KVC Westerlo_Goalkeeper Saves,KVC Westerlo_Total passes,KVC Westerlo_Passes accurate,KVC Westerlo_Passes %,KVC Westerlo_expected_goals,Charleroi_Shots on Goal,Charleroi_Shots off Goal,Charleroi_Total Shots,Charleroi_Blocked Shots,Charleroi_Shots insidebox,Charleroi_Shots outsidebox,Charleroi_Fouls,Charleroi_Corner Kicks,Charleroi_Offsides,Charleroi_Ball Possession,Charleroi_Yellow Cards,Charleroi_Red Cards,Charleroi_Goalkeeper Saves,Charleroi_Total passes,Charleroi_Passes accurate,Charleroi_Passes %,Charleroi_expected_goals,OH Leuven_Shots on Goal,OH Leuven_Shots off Goal,OH Leuven_Total Shots,OH Leuven_Blocked Shots,OH Leuven_Shots insidebox,OH Leuven_Shots outsidebox,OH Leuven_Fouls,OH Leuven_Corner Kicks,OH Leuven_Offsides,OH Leuven_Ball Possession,OH Leuven_Yellow Cards,OH Leuven_Red Cards,OH Leuven_Goalkeeper Saves,OH Leuven_Total passes,OH Leuven_Passes accurate,OH Leuven_Passes %,OH Leuven_expected_goals,RWDM_Shots on Goal,RWDM_Shots off Goal,RWDM_Total Shots,RWDM_Blocked Shots,RWDM_Shots insidebox,RWDM_Shots outsidebox,RWDM_Fouls,RWDM_Corner Kicks,RWDM_Offsides,RWDM_Ball Possession,RWDM_Yellow Cards,RWDM_Red Cards,RWDM_Goalkeeper Saves,RWDM_Total passes,RWDM_Passes accurate,RWDM_Passes %,RWDM_expected_goals,Genk_Shots on Goal,Genk_Shots off Goal,Genk_Total Shots,Genk_Blocked Shots,Genk_Shots insidebox,Genk_Shots outsidebox,Genk_Fouls,Genk_Corner Kicks,Genk_Offsides,Genk_Ball Possession,Genk_Yellow Cards,Genk_Red Cards,Genk_Goalkeeper Saves,Genk_Total passes,Genk_Passes accurate,Genk_Passes %,Genk_expected_goals,Antwerp_Shots on Goal,Antwerp_Shots off Goal,Antwerp_Total Shots,Antwerp_Blocked Shots,Antwerp_Shots insidebox,Antwerp_Shots outsidebox,Antwerp_Fouls,Antwerp_Corner Kicks,Antwerp_Offsides,Antwerp_Ball Possession,Antwerp_Yellow Cards,Antwerp_Red Cards,Antwerp_Goalkeeper Saves,Antwerp_Total passes,Antwerp_Passes accurate,Antwerp_Passes %,Antwerp_expected_goals,Cercle Brugge_Shots on Goal,Cercle Brugge_Shots off Goal,Cercle Brugge_Total Shots,Cercle Brugge_Blocked Shots,Cercle Brugge_Shots insidebox,Cercle Brugge_Shots outsidebox,Cercle Brugge_Fouls,Cercle Brugge_Corner Kicks,Cercle Brugge_Offsides,Cercle Brugge_Ball Possession,Cercle Brugge_Yellow Cards,Cercle Brugge_Red Cards,Cercle Brugge_Goalkeeper Saves,Cercle Brugge_Total passes,Cercle Brugge_Passes accurate,Cercle Brugge_Passes %,Cercle Brugge_expected_goals,Gent_Shots on Goal,Gent_Shots off Goal,Gent_Total Shots,Gent_Blocked Shots,Gent_Shots insidebox,Gent_Shots outsidebox,Gent_Fouls,Gent_Corner Kicks,Gent_Offsides,Gent_Ball Possession,Gent_Yellow Cards,Gent_Red Cards,Gent_Goalkeeper Saves,Gent_Total passes,Gent_Passes accurate,Gent_Passes %,Gent_expected_goals,Kortrijk_Shots on Goal,Kortrijk_Shots off Goal,Kortrijk_Total Shots,Kortrijk_Blocked Shots,Kortrijk_Shots insidebox,Kortrijk_Shots outsidebox,Kortrijk_Fouls,Kortrijk_Corner Kicks,Kortrijk_Offsides,Kortrijk_Ball Possession,Kortrijk_Yellow Cards,Kortrijk_Red Cards,Kortrijk_Goalkeeper Saves,Kortrijk_Total passes,Kortrijk_Passes accurate,Kortrijk_Passes %,Kortrijk_expected_goals,Club Brugge KV_Shots on Goal,Club Brugge KV_Shots off Goal,Club Brugge KV_Total Shots,Club Brugge KV_Blocked Shots,Club Brugge KV_Shots insidebox,Club Brugge KV_Shots outsidebox,Club Brugge KV_Fouls,Club Brugge KV_Corner Kicks,Club Brugge KV_Offsides,Club Brugge KV_Ball Possession,Club Brugge KV_Yellow Cards,Club Brugge KV_Red Cards,Club Brugge KV_Goalkeeper Saves,Club Brugge KV_Total passes,Club Brugge KV_Passes accurate,Club Brugge KV_Passes %,Club Brugge KV_expected_goals,KV Mechelen_Shots on Goal,KV Mechelen_Shots off Goal,KV Mechelen_Total Shots,KV Mechelen_Blocked Shots,KV Mechelen_Shots insidebox,KV Mechelen_Shots outsidebox,KV Mechelen_Fouls,KV Mechelen_Corner Kicks,KV Mechelen_Offsides,KV Mechelen_Ball Possession,KV Mechelen_Yellow Cards,KV Mechelen_Red Cards,KV Mechelen_Goalkeeper Saves,KV Mechelen_Total passes,KV Mechelen_Passes accurate,KV Mechelen_Passes %,KV Mechelen_expected_goals,St. Truiden_Shots on Goal,St. Truiden_Shots off Goal,St. Truiden_Total Shots,St. Truiden_Blocked Shots,St. Truiden_Shots insidebox,St. Truiden_Shots outsidebox,St. Truiden_Fouls,St. Truiden_Corner Kicks,St. Truiden_Offsides,St. Truiden_Ball Possession,St. Truiden_Yellow Cards,St. Truiden_Red Cards,St. Truiden_Goalkeeper Saves,St. Truiden_Total passes,St. Truiden_Passes accurate,St. Truiden_Passes %,St. Truiden_expected_goals,Standard Liege_Shots on Goal,Standard Liege_Shots off Goal,Standard Liege_Total Shots,Standard Liege_Blocked Shots,Standard Liege_Shots insidebox,Standard Liege_Shots outsidebox,Standard Liege_Fouls,Standard Liege_Corner Kicks,Standard Liege_Offsides,Standard Liege_Ball Possession,Standard Liege_Yellow Cards,Standard Liege_Red Cards,Standard Liege_Goalkeeper Saves,Standard Liege_Total passes,Standard Liege_Passes accurate,Standard Liege_Passes %,Standard Liege_expected_goals
1038431,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,3.4,0.0,0.4,0.4,0.2,2.2,4.8,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Cercle Brugge,Charleroi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,8.0,3.0,4.0,4.0,13.0,5.0,2.0,56%,3.0,,1.0,510.0,354.0,69%,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,19.0,7.0,9.0,10.0,11.0,4.0,3.0,44%,0.0,,3.0,398.0,272.0,68%,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038432,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.0,0.0,0.4,0.2,0.4,1.6,5.6,0.0,0.4,0.0,0.6,0,0,0,0,0,0,0,0,0,OH Leuven,RWDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,18.0,7.0,11.0,7.0,14.0,15.0,5.0,58%,4.0,,2.0,451.0,372.0,82%,1.11,4.0,8.0,15.0,3.0,11.0,4.0,18.0,6.0,2.0,42%,1.0,,4.0,318.0,231.0,73%,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038433,3,6,,,,,,,,,,,,,,,,,,2.0,4.0,8.0,2.0,6.0,2.0,9.0,3.0,2.0,44%,1.0,,2.0,460.0,362.0,79%,1.40,0.8,3.2,0.0,0.2,0.4,0.4,1.0,4.0,0.0,0.2,0.0,0.8,0,0,0,0,0,0,0,0,0,Anderlecht,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,5.0,2.0,5.0,0.0,19.0,6.0,2.0,56%,1.0,,1.0,594.0,485.0,82%,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038434,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.8,0.0,0.6,0.0,0.4,2.2,5.8,0.0,0.8,0.0,0.2,0,0,0,0,0,0,0,0,0,KV Mechelen,Gent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,11.0,4.0,8.0,3.0,14.0,3.0,0.0,49%,3.0,,2.0,478.0,400.0,84%,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,14.0,6.0,9.0,5.0,14.0,7.0,2.0,51%,2.0,,2.0,489.0,415.0,85%,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038435,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,6.4,0.0,0.4,0.2,0.4,1.0,4.0,0.0,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,KVC Westerlo,Club Brugge KV,,,,,,,,,,,,,,,,,,3.0,5.0,11.0,3.0,4.0,7.0,7.0,4.0,1.0,41%,1.0,,7.0,390.0,314.0,81%,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,20.0,6.0,17.0,3.0,9.0,5.0,5.0,59%,0.0,,3.0,570.0,483.0,85%,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038436,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,5.8,0.0,0.6,0.0,0.4,1.2,3.2,0.0,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,Kortrijk,St. Truiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,8.0,6.0,5.0,3.0,10.0,0.0,1.0,51%,1.0,,4.0,561.0,455.0,81%,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,15.0,7.0,9.0,6.0,12.0,14.0,4.0,49%,2.0,,1.0,537.0,434.0,81%,0.99,,,,,,,,,,,,,,,,,
1038441,6,1,,,,,,,,,,,,,,,,,,3.0,6.0,9.0,0.0,6.0,3.0,15.0,1.0,1.0,37%,5.0,1.0,5.0,331.0,265.0,80%,0.72,1.2,3.2,0.0,0.2,0.6,0.2,0.8,3.2,0.0,0.2,0.4,0.4,0,0,0,0,0,0,0,0,0,St. Truiden,Anderlecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,14.0,2.0,6.0,8.0,13.0,6.0,0.0,63%,4.0,0.0,2.0,552.0,485.0,88%,0.99,,,,,,,,,,,,,,,,,
1038442,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,3.4,0.0,0.2,0.0,0.8,1.0,4.0,0.0,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,AS Eupen,Club Brugge KV,1.0,5.0,9.0,3.0,4.0,5.0,9.0,4.0,1.0,35%,0.0,,2.0,329.0,256.0,78%,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,13.0,3.0,10.0,3.0,13.0,6.0,0.0,65%,2.0,,1.0,610.0,525.0,86%,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038440,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,3.4,0.0,0.4,0.4,0.2,0.6,2.8,0.0,0.2,0.0,0.8,0,0,0,0,0,0,0,0,0,Cercle Brugge,Genk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,10.0,3.0,9.0,1.0,20.0,3.0,1.0,58%,3.0,,2.0,425.0,299.0,70%,0.50,,,,,,,,,,,,,,,,,,2.0,7.0,13.0,4.0,6.0,7.0,8.0,5.0,1.0,42%,2.0,,3.0,306.0,184.0,60%,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038443,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.8,0.0,1.0,0.0,0.0,1.0,2.8,0.0,0.0,0.2,0.8,0,0,0,0,0,0,0,0,0,Charleroi,Standard Liege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,18.0,5.0,11.0,7.0,11.0,13.0,2.0,57%,3.0,1.0,1.0,409.0,330.0,81%,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,7.0,3.0,5.0,2.0,12.0,2.0,0.0,43%,2.0,1.0,2.0,323.0,228.0,71%,0.55
1038444,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,6.4,0.0,0.4,0.2,0.4,2.2,5.8,0.0,0.8,0.0,0.2,0,0,0,0,0,0,0,0,0,KVC Westerlo,Gent,,,,,,,,,,,,,,,,,,5.0,5.0,16.0,6.0,11.0,5.0,10.0,4.0,1.0,43%,1.0,,6.0,364.0,287.0,79%,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,18.0,3.0,9.0,9.0,14.0,10.0,0.0,57%,1.0,,4.0,499.0,414.0,83%,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038445,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,2.0,0.0,0.4,0.2,0.4,1.0,4.0,0.0,0.2,0.0,0.8,0,0,0,0,0,0,0,0,0,OH Leuven,Antwerp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,10.0,5.0,5.0,5.0,17.0,7.0,2.0,40%,4.0,1.0,3.0,325.0,254.0,78%,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,13.0,4.0,7.0,6.0,10.0,7.0,3.0,60%,2.0,0.0,1.0,506.0,423.0,84%,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038446,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.8,0.0,0.0,0.2,0.8,1.6,3.4,0.0,0.4,0.4,0.2,0,0,0,0,0,0,0,0,0,Standard Liege,Cercle Brugge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,9.0,16.0,3.0,11.0,5.0,11.0,2.0,3.0,40%,2.0,,3.0,299.0,173.0,58%,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,7.0,0.0,5.0,2.0,10.0,2.0,4.0,60%,2.0,,3.0,451.0,320.0,71%,0.61
1038448,4,6,1.0,8.0,14.0,5.0,7.0,7.0,10.0,6.0,0.0,54%,2.0,,3.0,457.0,366.0,80%,0.59,,,,,,,,,,,,,,,,,,2.2,4.8,0.0,0.6,0.0,0.4,1.8,3.6,0.0,0.8,0.2,0.0,0,0,0,0,0,0,0,0,0,KV Mechelen,Union St. Gilloise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,10.0,0.0,5.0,5.0,9.0,4.0,4.0,46%,0.0,,1.0,402.0,302.0,75%,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038449,6,2,,,,,,,,,,,,,,,,,,8.0,11.0,24.0,5.0,17.0,7.0,7.0,6.0,2.0,52%,1.0,,2.0,467.0,386.0,83%,1.88,0.8,3.2,0.0,0.2,0.4,0.4,2.2,6.4,0.0,0.4,0.2,0.4,0,0,0,0,0,0,0,0,0,Anderlecht,KVC Westerlo,,,,,,,,,,,,,,,,,,3.0,8.0,17.0,6.0,10.0,7.0,13.0,2.0,1.0,48%,3.0,,6.0,438.0,364.0,83%,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038450,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,5.8,0.0,0.8,0.0,0.2,1.2,3.2,0.0,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,Gent,St. Truiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.0,19.0,7.0,12.0,7.0,11.0,7.0,4.0,51%,2.0,,1.0,527.0,438.0,83%,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,14.0,3.0,11.0,3.0,9.0,2.0,3.0,49%,2.0,,3.0,528.0,432.0,82%,0.82,,,,,,,,,,,,,,,,,
1038447,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2.8,0.0,0.2,0.0,0.8,2.2,4.8,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,Genk,Charleroi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,7.0,1.0,6.0,1.0,13.0,4.0,1.0,45%,,,7.0,391.0,297.0,76%,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,23.0,9.0,16.0,7.0,11.0,11.0,0.0,55%,,,3.0,468.0,370.0,79%,2.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038451,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,0.2,0.6,0.2,1.6,5.6,0.0,0.4,0.0,0.6,0,0,0,0,0,0,0,0,0,Club Brugge KV,RWDM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,9.0,3.0,8.0,1.0,12.0,3.0,3.0,44%,1.0,,3.0,430.0,349.0,81%,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,10.0,23.0,4.0,16.0,7.0,10.0,8.0,2.0,56%,0.0,,2.0,529.0,459.0,87%,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038452,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,5.8,0.0,0.6,0.0,0.4,0.8,3.4,0.0,0.2,0.0,0.8,0,0,0,0,0,0,0,0,0,Kortrijk,AS Eupen,8.0,4.0,15.0,3.0,9.0,6.0,15.0,9.0,3.0,46%,4.0,0.0,3.0,384.0,288.0,75%,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,13.0,3.0,4.0,9.0,15.0,5.0,0.0,54%,5.0,1.0,5.0,441.0,339.0,77%,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038454,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,6.4,0.0,0.4,0.2,0.4,2.2,4.8,0.0,0.6,0.0,0.4,0,0,0,0,0,0,0,0,0,KVC Westerlo,KV Mechelen,,,,,,,,,,,,,,,,,,4.0,2.0,11.0,5.0,7.0,4.0,8.0,5.0,1.0,43%,0.0,,3.0,431.0,354.0,82%,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,17.0,6.0,10.0,7.0,9.0,4.0,2.0,57%,2.0,,2.0,578.0,504.0,87%,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038455,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,3.4,0.0,0.2,0.0,0.8,1.2,2.0,0.0,0.4,0.2,0.4,0,0,0,0,0,0,0,0,0,AS Eupen,OH Leuven,5.0,6.0,16.0,5.0,12.0,4.0,15.0,3.0,2.0,40%,1.0,,2.0,338.0,252.0,75%,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,13.0,21.0,3.0,15.0,6.0,9.0,5.0,5.0,60%,2.0,,2.0,489.0,409.0,84%,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038456,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,5.8,0.0,0.6,0.0,0.4,1.0,2.8,0.0,0.0,0.2,0.8,0,0,0,0,0,0,0,0,0,Kortrijk,Standard Liege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,19.0,9.0,15.0,4.0,7.0,7.0,4.0,38%,0.0,,4.0,310.0,214.0,69%,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,23.0,8.0,17.0,6.0,13.0,10.0,3.0,62%,2.0,,4.0,505.0,409.0,81%,1.46
